msno,city,bd,gender,registered_via,registration_init_time,age,registration_date,registration_year,registration_month,transaction_count,avg_plan_days,avg_plan_price,avg_amount_paid,auto_renew_rate,cancel_rate,is_churn
m6UyFk/ja+F8/qBQ18IlY9J0BSKSWWKwUIm/JbUUAHI=,13.0,22.0,female,7.0,20131227.0,22.0,2013-12-27,2013.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
cyjixELBTWmCdlv+Jl0tSwlxrQZVHy13CTQ1qBdukX0=,5.0,39.0,female,4.0,20161118.0,39.0,2016-11-18,2016.0,11.0,,,,,,,1
EgMINzmfP7qlQTbTgk8/zoFG3iNvdE+Dd0sCVg5P320=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
W5G3i9N0IxqrMBZULo5hWIVyp1oMegbpUkNe5uq/YCU=,1.0,0.0,,4.0,20160221.0,,2016-02-21,2016.0,2.0,1.0,30.0,149.0,149.0,0.0,0.0,0
LoBaIUb07kb5OrBEM2O4+3w7thm1wKyGMp6agMZbSIo=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
pwTI/rkoQUB18meJ5JPzCwu9sL82zAzs5iwtcLmDRHg=,11.0,22.0,female,4.0,20161229.0,22.0,2016-12-29,2016.0,12.0,1.0,30.0,180.0,180.0,1.0,0.0,0
CwmDVnVrl/YBTnOFrPN513sQAgyRqDkJfItGHiQ7UKY=,5.0,28.0,female,7.0,20140306.0,28.0,2014-03-06,2014.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
GlOdsWSeyf/LctiUUGmkk3G2b6qKrE2S12OQ6YXR/RY=,,,,,,,,,,2.0,30.0,149.0,149.0,1.0,0.0,0
Rf3+5eIq/vH7bT/GSqvgr1Gn93lsvpIu/EFSuNFuCyE=,15.0,36.0,male,9.0,20040814.0,36.0,2004-08-14,2004.0,8.0,2.0,30.0,149.0,149.0,1.0,0.0,0
VqO7MBw60BCuCL9+6z7hFnPmn09OZTnhDehFkOHYW9s=,15.0,96.0,female,9.0,20110816.0,96.0,2011-08-16,2011.0,8.0,1.0,30.0,180.0,180.0,0.0,0.0,1
vFpyzh71kMDbSLTNNyOlFEsE9fw3YKbysQX2u/OqXeo=,1.0,0.0,,7.0,20160805.0,,2016-08-05,2016.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
4JBHK/S387EgCllOWAeuT0LDH20p+D6PuoFHpNckAmU=,5.0,50.0,male,9.0,20050601.0,50.0,2005-06-01,2005.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
3j4Y6Gg42GmzShbWrhTbGvY54Nsq2WTyo24yRtpJvGQ=,15.0,37.0,male,9.0,20101129.0,37.0,2010-11-29,2010.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
cv/OdeP/eRUaAvUBteHEz9Hbt4IsdTndbCZin6Teqj8=,1.0,0.0,,7.0,20150825.0,,2015-08-25,2015.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
LygOPCS8I2obBehKiU7uskTnfaOlQfjKPBXD6JQJ4Xo=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
H2lcMVeJZKbGhMjwggRX2Jt2u6IzxfQZBht0Rlo16Wk=,11.0,21.0,female,4.0,20170203.0,21.0,2017-02-03,2017.0,2.0,1.0,30.0,180.0,180.0,0.0,0.0,0
pQ+CmEv4vonMPW1GBZqE/r7GK0SOkZ2GtF7d7QRcRpc=,1.0,0.0,,7.0,20161130.0,,2016-11-30,2016.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
VXQ8uNLVhzkBXTi6XSVX6TNWH5BrizWJxQGIw4QWGB8=,1.0,0.0,,7.0,20101025.0,,2010-10-25,2010.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
e5lLh0Id9ut3azxIo9g/vyNwUh5a/mAHhNEkxlxOilk=,13.0,27.0,female,9.0,20121114.0,27.0,2012-11-14,2012.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
MLbPWs18A6+cz+74j9fnsWHQYwTHEhdYlydYbUY3u9s=,1.0,0.0,,7.0,20150906.0,,2015-09-06,2015.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
9zQUHfv8Z4syu7YsOPo9LXCuHKBPZvptNtrjc1I2erE=,14.0,19.0,female,7.0,20110714.0,19.0,2011-07-14,2011.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
ICHXYtOcOyaIBt8WoNTEfJmhY/0UrS6d9PNoHO9repc=,1.0,0.0,,7.0,20150826.0,,2015-08-26,2015.0,8.0,1.0,30.0,129.0,129.0,1.0,0.0,0
150kqOhkxNU2xjnR3MzcSIV+0Fxp5U0YYV3JMxytUWI=,1.0,0.0,,7.0,20160818.0,,2016-08-18,2016.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
dP72FZaNHofbLBBFZtjoEWq4R2i5IATDqzsQqbd4l0g=,1.0,0.0,,7.0,20160804.0,,2016-08-04,2016.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
TbkN2Bk9uDUDfz76t8PeSaBbAmlMhKwY4WInrzJ0+AA=,1.0,0.0,,7.0,20140103.0,,2014-01-03,2014.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
PQKR6feWAOr18uNpavQUxtACwrlP68q/IZpkd4j2ez0=,1.0,0.0,,7.0,20161226.0,,2016-12-26,2016.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
APQ8HjfQWoPXHuzPWpIJtkVg7qLvsZGfQIK1HHxbNV0=,1.0,0.0,,3.0,20130806.0,,2013-08-06,2013.0,8.0,1.0,30.0,180.0,180.0,1.0,0.0,0
Dwtf77TVvuJ1BfEN05bhnQ/x9foHEUBXMWPDe3eA5HE=,11.0,21.0,male,4.0,20151120.0,21.0,2015-11-20,2015.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
DqGYu2xip2MhYdLtlnzxX/FqC48bUXLB2QHUxL6M8kg=,5.0,25.0,female,3.0,20140808.0,25.0,2014-08-08,2014.0,8.0,1.0,30.0,149.0,149.0,1.0,0.0,0
wAFWrnhApEqwybT2DSHka5UtyRaMPFqhLLRNKoVeYjc=,1.0,0.0,,7.0,20161223.0,,2016-12-23,2016.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
nt9gnDvoO9NA5AaXxWLZoVaSnOidld7KU/w/2oQ8A5o=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
n6cjY0gypIEKk9VVTv1WGaMR9NXIdPBH2j5B7YvhuVU=,4.0,34.0,female,9.0,20101214.0,34.0,2010-12-14,2010.0,12.0,2.0,30.0,149.0,149.0,1.0,0.0,0
oJF2O2IsREYWKRo4eEEXprWKLcs2ufAQs0oRKAYkRqA=,13.0,35.0,male,3.0,20130419.0,35.0,2013-04-19,2013.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
iL27Tt+wMXwbYqmFpMwvqSL+nRAgvJz0SQ0XlzwQCfQ=,22.0,0.0,female,3.0,20140905.0,,2014-09-05,2014.0,9.0,,,,,,,1
PNVyJP69LHN2ThKwMt9ayXjClOC0w2Egk4CWFeSR504=,1.0,0.0,,7.0,20151224.0,,2015-12-24,2015.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
+l2r2mTNh8r1yMVGt+JPQPHONWmlxlDH+Qu7cc+C6rE=,8.0,0.0,male,9.0,20160915.0,,2016-09-15,2016.0,9.0,1.0,30.0,149.0,149.0,1.0,0.0,1
pmMDqN6rTknbXifbyz3ZPax/kXJmbGFKF4FabbSZr3w=,,,,,,,,,,1.0,30.0,100.0,100.0,1.0,0.0,0
6IxJWzdDf7hTC67KoewXVubfdcV0aww5iaeVqiu3k1g=,15.0,24.0,female,9.0,20121124.0,24.0,2012-11-24,2012.0,11.0,2.0,30.0,149.0,149.0,1.0,0.0,0
gFHqC/yGZe2JW0FgyN5/v+bs6oeVy6Dt6Zp1/ndOLPQ=,1.0,0.0,,7.0,20110821.0,,2011-08-21,2011.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
4p0ocEE1XYKT3b47OOl7+9HpCgxVw2xihKZYB0l+czI=,1.0,0.0,,7.0,20120202.0,,2012-02-02,2012.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
BnLuH3hUJZb26c558Lb68yYARI3R6hLnZ2mUqSw3sZQ=,13.0,24.0,male,9.0,20100425.0,24.0,2010-04-25,2010.0,4.0,1.0,30.0,180.0,180.0,0.0,0.0,1
hSIeCnGAEHwm12IbgwA/+IgtRL1ejSVNioj3JsztoW4=,1.0,0.0,male,7.0,20130410.0,,2013-04-10,2013.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
19Wk9U+FHorVqja60Vay5/WB/M/1eqFaYhO8JvKPW6g=,5.0,35.0,female,9.0,20050220.0,35.0,2005-02-20,2005.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
0llLKLnTx0h9DxlPs7WQZaZG0Lz4bf45aSwcifec2xE=,12.0,30.0,male,7.0,20110716.0,30.0,2011-07-16,2011.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
/L6d/jhg4/PQLNQ617Nms2HpXZ+JiPAGV55C7GoHQKI=,15.0,33.0,female,9.0,20060402.0,33.0,2006-04-02,2006.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
sn1ybJKXxsPQRS8S4eABOz6FJVPXcqsgCvPTrwhbzWQ=,12.0,24.0,male,9.0,20160103.0,24.0,2016-01-03,2016.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
l1Ei+TNT4CxQjdgWLl9VtyZ+tAXq7PUDvlTSJYLu7s4=,1.0,0.0,,4.0,20161117.0,,2016-11-17,2016.0,11.0,1.0,30.0,180.0,180.0,1.0,0.0,0
IUYQQ1lueJ61ouyE2Q6RJ8PcK2kCVU51YL0eLSDATYM=,1.0,18.0,,4.0,20161221.0,18.0,2016-12-21,2016.0,12.0,1.0,30.0,149.0,149.0,0.0,0.0,0
Yy5LVzzYEHC0ha2AE5vYg2nyaCO289ZsH94AMvvSprs=,22.0,40.0,female,9.0,20090117.0,40.0,2009-01-17,2009.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
TLDlKV69H0YfqQcXzp8+42iXH+1pJNeaD1scSQ13OuU=,,,,,,,,,,1.0,30.0,149.0,149.0,1.0,0.0,0
m15qIeCrLedXxBU6I2Ze+Gye9Ck1GyN1sHrIi4nb7k8=,1.0,0.0,,7.0,20161017.0,,2016-10-17,2016.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
CgTcJRB3lKPNwc3QfoLCT+vhfsamKQRlZB26OV/6NG4=,13.0,51.0,male,9.0,20051007.0,51.0,2005-10-07,2005.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
NZndN1IuPsidLB7j51W7Clbf5xRjs6E+0M9HiUbdXYg=,1.0,0.0,,7.0,20151122.0,,2015-11-22,2015.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
bgUc3TDZkfXjy0HizzMnLmzxRZemkMSkds+i/WKawq4=,5.0,34.0,male,7.0,20110223.0,34.0,2011-02-23,2011.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
lzE4Jgwixt190i+sDfVnKBfnunimvaHxEslNXUMJOGs=,1.0,0.0,,9.0,20161209.0,,2016-12-09,2016.0,12.0,1.0,90.0,477.0,477.0,0.0,0.0,1
/8pJNLPix0NNolBY9KbDRI4PLyXLC5AwOOdgqnMSL9g=,1.0,0.0,,7.0,20160423.0,,2016-04-23,2016.0,4.0,1.0,30.0,99.0,99.0,1.0,0.0,0
IodZ+CBzA0cTeD+Hm9DmUDGPbx44agIeFEHdux3KIYI=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
IP/8CEGKTMw5JWEzB1ilLQFVTrOvjqaJ52rS9bXpssg=,1.0,0.0,,7.0,20160507.0,,2016-05-07,2016.0,5.0,1.0,30.0,99.0,99.0,1.0,0.0,0
knPXrZW5KDoDeIjsT3leh1+TE6C5A1aAnxC6lcwSYR4=,1.0,0.0,,7.0,20140711.0,,2014-07-11,2014.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
RcMHlO92dMi2KWgiBhNooRsaYsyaIiV5OTl+d92kIW8=,1.0,0.0,,7.0,20151217.0,,2015-12-17,2015.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
/BSR+mmMlTtEOAVUy1Bkagt1dFY0bw7q0Vf5n4fdqa0=,12.0,24.0,male,3.0,20150130.0,24.0,2015-01-30,2015.0,1.0,1.0,30.0,149.0,149.0,1.0,1.0,0
I961N0bNT00mDgRSlB22MPjnqroBX+485eO3/lC4cKs=,1.0,0.0,,7.0,20161007.0,,2016-10-07,2016.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
L6wSGAwWhnovwysCjnIjHv+BZBuYas5D3U+Ql/c6HlU=,1.0,0.0,,7.0,20110219.0,,2011-02-19,2011.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
wKCdBRoxv7Uh4+PLzz/3iY9JGHs9vUgOzkja0f2wVCY=,15.0,30.0,female,9.0,20040328.0,30.0,2004-03-28,2004.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
fO4M33OXAJxISoWqiYiCBMGr67KE7iTq2mGPglfI1Jw=,1.0,0.0,,7.0,20160113.0,,2016-01-13,2016.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
aJk34mmd3r6/pePhLpi8tywlLDlDhL4Qez4ks6qEwAM=,13.0,29.0,female,3.0,20140324.0,29.0,2014-03-24,2014.0,3.0,2.0,30.0,149.0,149.0,1.0,0.0,0
GeHbT/aT7vE+r7itMtVHx7+00DDSEP0QJlVK6pdeTEU=,5.0,28.0,male,9.0,20110108.0,28.0,2011-01-08,2011.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
i94HdFGD6CplzEgljD51dEk/8NdVT6ROg/ej4sS4Tr4=,5.0,23.0,female,3.0,20161008.0,23.0,2016-10-08,2016.0,10.0,1.0,30.0,149.0,149.0,0.0,0.0,0
vB2aoRmJ2pvHe23EM66561VNpwTZrmkvgFC34M6o42U=,1.0,0.0,,7.0,20130527.0,,2013-05-27,2013.0,5.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Au/Sw15aiar9+AVHrMQOFjIdXIqFE66lPCHCH2049GA=,20.0,19.0,female,3.0,20121222.0,19.0,2012-12-22,2012.0,12.0,1.0,195.0,894.0,894.0,0.0,0.0,1
O+462VOsicMcRldRJY1hAHKwhmUQjiy7nGf5ILm+GTo=,15.0,40.0,female,9.0,20120617.0,40.0,2012-06-17,2012.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
q0Ob1zDpaJvFT9vaSgsYNjMGU/jwFm1+L7rxAFmiars=,1.0,0.0,,7.0,20160204.0,,2016-02-04,2016.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
n4zsj4lCNoMA54A0QirSRiTSlppcUIpGyUMql9xlrWU=,5.0,22.0,female,7.0,20100414.0,22.0,2010-04-14,2010.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
C2DEVsCiKFieI3kKnB5suBykq4x5yyi1oKMed7SBdcs=,5.0,50.0,male,9.0,20091005.0,50.0,2009-10-05,2009.0,10.0,2.0,30.0,149.0,149.0,1.0,0.0,0
uiDQJNwTl8CSAxpp0W9ewcKh0aKAFqVezhYoqzqvNOk=,1.0,0.0,,7.0,20151215.0,,2015-12-15,2015.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
rXdjSG9c/gqLe6jW/RDv9ZsKtmUAuK6yWewP+yt8sxw=,1.0,0.0,,7.0,20161221.0,,2016-12-21,2016.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
kbDCn6Pya0ZK5FSOmtgU2zHOTLl/cRZWV1Ebv3DGBOI=,13.0,30.0,male,9.0,20110618.0,30.0,2011-06-18,2011.0,6.0,2.0,30.0,180.0,180.0,1.0,0.0,1
ACWhTlE9F1ViWBlM7fgksrd+HyntkSN5YbHFVEtS7KY=,1.0,0.0,,7.0,20140715.0,,2014-07-15,2014.0,7.0,2.0,30.0,139.0,64.5,1.0,0.0,0
1f0Q2x01Ql3BD4ZZiKfVXln1xKqQfGQz6AyWAN4ZazI=,1.0,0.0,,7.0,20150725.0,,2015-07-25,2015.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
cA5HAoie51272az0alH67N4SH09FQGvpvVxnx5wK+3E=,5.0,33.0,male,7.0,20141019.0,33.0,2014-10-19,2014.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
yd2QQK3cKATbMEhrDfapp8GOb0lTaOD3EFdTNukCwL8=,1.0,0.0,,7.0,20111010.0,,2011-10-10,2011.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
MeEzzvtGKLSu+EPvE4w8WT83JQzyvsq0yr/OwRlatfw=,1.0,0.0,,7.0,20100624.0,,2010-06-24,2010.0,6.0,6.0,30.0,129.0,129.0,1.0,0.0,1
8cO9j8KZW4qR5honLDnGs4OBeWh/EbuB+g3OWzGVZ8g=,1.0,0.0,,7.0,20160618.0,,2016-06-18,2016.0,6.0,1.0,30.0,99.0,99.0,1.0,0.0,0
neCBXrFHxHp8Zd4UhQR4tVSoq3UC63Jh+kix+IUuM38=,13.0,33.0,female,3.0,20130326.0,33.0,2013-03-26,2013.0,3.0,1.0,30.0,180.0,180.0,0.0,0.0,0
J0RP6y4FpYz+qQfKX5QCXWvw0A5Hx2JJBhq0LmVOjoo=,13.0,24.0,male,3.0,20120906.0,24.0,2012-09-06,2012.0,9.0,,,,,,,1
OO/xPShqY1yoFpV3llRSDbA3BwA5pkq/c/sQ1H6m3lQ=,1.0,0.0,,7.0,20110217.0,,2011-02-17,2011.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
eReRqtSyqiHATpVg9b22InTl8y3BeNtofd2UuVcU398=,22.0,32.0,female,9.0,20080808.0,32.0,2008-08-08,2008.0,8.0,1.0,30.0,149.0,149.0,1.0,0.0,0
ZpdZCthoJsYow/9UdmdktTYLN56GVqWxe2UL0jsl6SU=,1.0,0.0,,3.0,20140131.0,,2014-01-31,2014.0,1.0,,,,,,,1
Z8KbqWQ4mHIgn0RtRTZUU8qBseH4/a4d5M6MSM2kLv0=,13.0,24.0,male,4.0,20161220.0,24.0,2016-12-20,2016.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
Lb65wW4bOzaa02MKPik1LnVWl0XxfAdCVCcAVxueRuk=,1.0,0.0,,7.0,20160428.0,,2016-04-28,2016.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
n8ZM/dInJ7IAdoMmMJsBgfEKFbHXthJzxfe89yDh2/E=,1.0,0.0,,7.0,20161017.0,,2016-10-17,2016.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
WEZk+FtK3TOLx2HWGT4vEVR9M+g6mV1rNInelnx09MY=,5.0,23.0,female,3.0,20141106.0,23.0,2014-11-06,2014.0,11.0,1.0,30.0,180.0,180.0,1.0,1.0,1
kLASJMyMLXnLpdquwnVVQJMpSpKjcH87F+LVe+nPNos=,13.0,23.0,male,4.0,20151217.0,23.0,2015-12-17,2015.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
4fry5uEtlk3QiJhC9ie8HuLs7GiX34dk62rkqGrcG74=,5.0,64.0,female,9.0,20070927.0,64.0,2007-09-27,2007.0,9.0,1.0,30.0,149.0,149.0,1.0,0.0,0
zoU955jrkbxExQqyNEpXTIYw539Za3oMGps17QOKt90=,5.0,25.0,male,7.0,20131027.0,25.0,2013-10-27,2013.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
cE/I6iwKuC8YJshYXwDqdB2F3ieeSmAQVDk2uyY/4o8=,15.0,23.0,,9.0,20140911.0,23.0,2014-09-11,2014.0,9.0,2.0,30.0,149.0,149.0,1.0,0.0,0
CtmA3MNjgI+2r+s3+J0a8EUOJjzH0EW+eVTlBHta3gg=,1.0,0.0,male,3.0,20160213.0,,2016-02-13,2016.0,2.0,,,,,,,0
j58PAnCk+ig4vI1Fb1rHz6bnSJkVnPGjcLGj2qhHDVk=,1.0,0.0,,7.0,20160323.0,,2016-03-23,2016.0,3.0,1.0,30.0,99.0,99.0,1.0,0.0,0
2L+KQmrXe28Gc/KI0zhC4yz5cZ8x8oZUku7d++BOfbU=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
8tu4xuJOgiygJ0BBsA/UsYLJXiEByeobZEUAE1cjzZo=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
8ouIN0MZsxAdkvxmsAuZYGMw900pdteeKTTv7GfMXLc=,1.0,0.0,,7.0,20160412.0,,2016-04-12,2016.0,4.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Ex+SVe0/MVcGtyyQMCgqxiMgRhVcT3IdKwz3pcCaZM8=,1.0,0.0,,7.0,20150904.0,,2015-09-04,2015.0,9.0,3.0,30.0,99.0,99.0,1.0,0.3333333333333333,0
dY/50u8JS4C+VZEYWVhB3xxwciUssyPkKJZX3LJUbBc=,10.0,22.0,male,3.0,20120513.0,22.0,2012-05-13,2012.0,5.0,1.0,30.0,180.0,180.0,0.0,0.0,0
F3K2hS6KJplHUriP1t7h436vi5YYNeR5oYMHvM07m5c=,1.0,0.0,,7.0,20140228.0,,2014-02-28,2014.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Sr7i+AzVeZBHjHc1p9Sd844TzhCISC1uYqn8Nxoa3kc=,12.0,0.0,,4.0,20170110.0,,2017-01-10,2017.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
Dtsemkh8JHD8KXyyn5pKvwQtZMQi1EzP0xFKxhzTvwU=,1.0,0.0,,7.0,20151221.0,,2015-12-21,2015.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
/Gey8JrCQaq5UFtfN072UD1Iwd9FbL2zSQpBHq/b77Q=,13.0,32.0,male,9.0,20090417.0,32.0,2009-04-17,2009.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
3CV2l5G3Ka9SBJfTFJnzqDXYCCyoEXggZCut0djv1Ag=,1.0,0.0,,7.0,20160111.0,,2016-01-11,2016.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
QMl1YdVTNAQimX4IoS7whiE0fQE+vFWskO4FFacQ/RM=,1.0,0.0,,7.0,20170204.0,,2017-02-04,2017.0,2.0,1.0,30.0,100.0,100.0,1.0,0.0,0
y9IdkiNy2sYrIOpZsYKw49apBjKLycfCfGFWPccFvcg=,1.0,0.0,,7.0,20160923.0,,2016-09-23,2016.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
pkXqZVtPc3Ock1faKd+mq1EWjKqOFyHsDKrsmMw67HE=,1.0,0.0,,7.0,20121008.0,,2012-10-08,2012.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
cfBvTZ2w8vwIaWtAiq4pQs2OvhauBVfxg77Pck+uVQ4=,5.0,34.0,male,9.0,20110205.0,34.0,2011-02-05,2011.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
9bgbIPkDYWH6QZ1mLvKrKcXIWjWZ9tXSn3T0Y5h/n3U=,1.0,0.0,,7.0,20150710.0,,2015-07-10,2015.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
42lnaWjf68BkQ0fhx1BKbC8Ym/+UN5tm/wwx6INH3P4=,1.0,0.0,,7.0,20160804.0,,2016-08-04,2016.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
GG2Jbj9hCrhyfoUqSdQ/3cTy8tT8dRmMNAwGCYf+mlk=,13.0,34.0,male,9.0,20110415.0,34.0,2011-04-15,2011.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
Y/2cruyqrDPWFp+d+a/3s2I9tF2mvqeEojLBn/v8ka8=,22.0,26.0,female,9.0,20071013.0,26.0,2007-10-13,2007.0,10.0,1.0,30.0,180.0,180.0,1.0,0.0,0
mmaizbfn+n8CPH5NI/z50pkc8b6N5CrVnFTaUtw/qqY=,14.0,24.0,male,9.0,20091021.0,24.0,2009-10-21,2009.0,10.0,1.0,30.0,180.0,180.0,0.0,0.0,0
GNRrOtiblNPTJ9fiLHl8SV46fOwZRI72bW3dB+5/5IE=,15.0,21.0,female,4.0,20160709.0,21.0,2016-07-09,2016.0,7.0,1.0,30.0,149.0,149.0,0.0,0.0,0
k0ZdW/mGnn1RvVvZEqIaPig22XnTvQySHj1GNfyilsQ=,1.0,0.0,,4.0,20151017.0,,2015-10-17,2015.0,10.0,1.0,30.0,149.0,149.0,0.0,0.0,0
7fpaBTOdhjOQstK3UWNJlQkY2PNukbcjZwL1YH/KT24=,1.0,0.0,,7.0,20130930.0,,2013-09-30,2013.0,9.0,1.0,30.0,149.0,149.0,1.0,0.0,0
agBDq6hYJsz2gMDADnes7CPHMWKMCxIbwD8d8y86GPg=,14.0,23.0,male,3.0,20131009.0,23.0,2013-10-09,2013.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
Mk0TTC3yI5x3hLJwTG6FSVqaO7iW9yA4zWIWjzVCP38=,5.0,29.0,female,9.0,20070408.0,29.0,2007-04-08,2007.0,4.0,2.0,30.0,149.0,149.0,1.0,0.0,0
NUs54As57bgVRZtTT04c6TrFSY55fFkM51W52E4V5b0=,4.0,29.0,female,3.0,20120704.0,29.0,2012-07-04,2012.0,7.0,1.0,30.0,180.0,180.0,1.0,0.0,0
gjIdypRFbBnmHCg8C8tt68FB82patVmd3tVn5r5Db2E=,1.0,0.0,,7.0,20130831.0,,2013-08-31,2013.0,8.0,1.0,30.0,149.0,149.0,1.0,0.0,0
f2HmHGRk1ScDGs0aup2mmYyzDIc53poV/tOFzmpXZ3U=,7.0,25.0,male,9.0,20150207.0,25.0,2015-02-07,2015.0,2.0,2.0,30.0,149.0,149.0,1.0,0.0,0
0tjD8f2jhd5+FgwJM0mTI4sWH/lXQNMhHjpKr1A6/io=,5.0,29.0,male,9.0,20110717.0,29.0,2011-07-17,2011.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
cdkI98nN9g60EsHkNk8ehgZ/M63McwDI9lMIBu1ZCrI=,1.0,0.0,,7.0,20150724.0,,2015-07-24,2015.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
z1pAeFYEzjGtZ0fNRTpASJRSpLbZK6nuKMbl0z655XU=,5.0,0.0,,9.0,20140512.0,,2014-05-12,2014.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
938b8tn9sNB5arzPZ0um6F6+oxN7Zji0vDbUTww2vyk=,22.0,34.0,male,9.0,20170215.0,34.0,2017-02-15,2017.0,2.0,2.0,30.0,149.0,149.0,1.0,0.0,0
sJigV7CapTIE/CVQPJ4zUk+sfQsTTBneLQOezAwj1k8=,1.0,0.0,,9.0,20160727.0,,2016-07-27,2016.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
O2VqC5IsWEdN9ciz4LiutXVtX8taybFwl2Fpw5UQmmQ=,6.0,20.0,female,3.0,20131110.0,20.0,2013-11-10,2013.0,11.0,2.0,30.0,149.0,149.0,1.0,0.0,0
xrIT+WuBmXl4CnspmRqY/W1rjUZY7KNOJukCQHvb5do=,1.0,0.0,,7.0,20160123.0,,2016-01-23,2016.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
bdDklt4fCeCyP9GZmOLby7axy5FjWQ2b/F0R3pAohc8=,1.0,0.0,,7.0,20150808.0,,2015-08-08,2015.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
